City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
465,Kawalu,ID,-7.3817,108.2082,71.87,95,95,2.15,overcast clouds
466,Harbin,CN,45.75,126.65,66.54,92,0,4.23,clear sky
467,Clyde River,CA,70.4692,-68.5914,36.55,95,100,6.55,overcast clouds
468,Saint-Georges,GD,12.0564,-61.7485,81.18,79,8,12.46,clear sky
469,Sun Valley,US,39.5963,-119.776,92.3,29,75,10.0,broken clouds
470,Saskylakh,RU,71.9167,114.0833,38.39,73,99,13.22,overcast clouds
471,Hayrabolu,TR,41.2131,27.1069,66.34,67,0,8.12,clear sky
472,Ossora,RU,59.2353,163.0719,63.93,82,99,1.05,overcast clouds
473,San Quintin,MX,30.4833,-115.95,75.97,62,63,11.39,broken clouds
474,Tha Chang,TH,9.2642,99.1922,77.61,88,100,5.08,overcast clouds
475,Independence,US,39.0911,-94.4155,101.19,38,80,5.01,broken clouds
476,Port Macquarie,AU,-31.4333,152.9167,47.89,74,100,7.16,overcast clouds
477,Bafata,GW,12.1667,-14.75,75.18,95,95,4.88,light rain
478,Yantal,RU,56.8471,105.2542,54.81,97,100,3.33,overcast clouds
479,Srednekolymsk,RU,67.45,153.6833,42.28,60,100,9.31,overcast clouds
480,Santa Cruz Do Rio Pardo,BR,-22.8989,-49.6325,82.15,42,0,1.43,clear sky
481,Mao,ES,39.8885,4.2658,81.16,83,0,3.44,clear sky
482,Sri Aman,MY,1.2376,111.4621,73.51,84,4,0.65,clear sky
483,Codrington,AU,-38.2667,141.9667,35.64,95,9,7.27,clear sky
484,Mazara Del Vallo,IT,37.6641,12.588,85.93,78,0,2.91,clear sky
485,Tortoli,IT,39.9256,9.6572,79.61,59,0,3.4,clear sky
486,Ray,IN,23.6833,85.05,78.01,82,100,5.64,overcast clouds
487,Vrangel,RU,42.7297,133.0839,63.81,92,10,2.28,clear sky
488,Kapoeta,SS,4.7717,33.5903,78.89,54,86,4.12,overcast clouds
489,Prince Rupert,CA,54.3161,-130.3201,54.9,94,100,3.13,light rain
490,Fort-Shevchenko,KZ,44.5086,50.263,80.2,64,6,29.42,clear sky
491,Darhan,MN,49.4867,105.9228,57.9,93,75,7.49,broken clouds
492,Margate,GB,51.3813,1.3862,81.7,44,10,3.0,clear sky
493,Moussoro,TD,13.6408,16.4901,87.35,49,49,12.75,scattered clouds
494,Yarada,IN,17.65,83.2667,82.72,89,40,2.3,mist
495,Kudahuvadhoo,MV,2.6708,72.8944,80.31,80,100,14.97,light rain
496,Mana,GF,5.6592,-53.7767,80.94,80,86,6.87,overcast clouds
497,Fortuna,US,40.5982,-124.1573,63.99,68,30,7.4,scattered clouds
498,Alice Springs,AU,-23.7,133.8833,49.55,50,99,5.75,overcast clouds
499,Olavarria,AR,-36.8927,-60.3225,58.01,37,10,12.48,clear sky
500,Chara,RU,56.9064,118.2631,54.3,90,90,2.21,overcast clouds
501,Sayyan,YE,15.1718,44.3244,63.45,59,100,6.73,overcast clouds
502,Zhezkazgan,KZ,47.8043,67.7144,77.27,25,0,8.21,clear sky
503,Ust-Karsk,RU,52.7011,118.8077,61.12,77,9,3.67,clear sky
504,Morant Bay,JM,17.8815,-76.4093,87.42,67,5,13.44,clear sky
505,Gizo,SB,-8.103,156.8419,81.01,75,56,5.23,broken clouds
506,Belmonte,BR,-15.8631,-38.8828,74.14,80,5,9.86,clear sky
507,Paita,PE,-5.0892,-81.1144,68.36,73,16,15.14,few clouds
508,Sioux Lookout,CA,50.1001,-91.917,76.42,66,100,10.65,overcast clouds
509,Viedma,AR,-40.8135,-62.9967,59.56,24,9,27.69,clear sky
510,Llanes,ES,43.4198,-4.7549,69.8,84,72,6.46,broken clouds
511,Tura,IN,25.5198,90.2201,74.75,97,100,5.55,overcast clouds
512,Beloeil,CA,45.5668,-73.1992,86.25,58,9,1.99,clear sky
513,Lithgow,AU,-33.4833,150.15,39.67,99,94,4.88,overcast clouds
514,Rapid Valley,US,44.0625,-103.1463,91.33,22,0,29.93,clear sky
515,Launceston,AU,-41.45,147.1667,34.16,93,1,4.61,clear sky
516,Uige,AO,-7.6087,15.0613,69.6,57,3,2.35,clear sky
517,Wilmington,US,34.2257,-77.9447,91.89,70,20,11.5,light rain
518,Korla,CN,41.7597,86.1469,76.5,38,100,9.91,overcast clouds
519,Paldiski,EE,59.3567,24.0531,64.65,63,0,10.36,clear sky
520,Kaeo,NZ,-35.1,173.7833,58.32,97,30,5.12,scattered clouds
521,Mirnyy,RU,62.5353,113.9611,55.24,81,19,11.01,few clouds
522,Barra Do Garcas,BR,-15.89,-52.2567,90.55,19,34,3.62,scattered clouds
523,Tikapur,NP,28.5,81.1333,81.32,81,80,4.92,broken clouds
524,Havelock,US,34.8791,-76.9013,93.97,83,74,8.01,broken clouds
525,Huarmey,PE,-10.0681,-78.1522,67.77,72,93,10.96,overcast clouds
526,Mpwapwa,TZ,-6.35,36.4833,60.21,72,1,4.79,clear sky
527,Katsuura,JP,35.1333,140.3,77.85,91,70,10.96,broken clouds
528,Muros,ES,42.7762,-9.0603,68.09,88,43,5.08,scattered clouds
529,Asosa,ET,10.0667,34.5333,59.32,94,100,1.54,overcast clouds
530,North Platte,US,41.1239,-100.7654,96.69,15,0,10.36,clear sky
531,Praia Da Vitoria,PT,38.7333,-27.0667,71.76,94,46,10.0,scattered clouds
532,Otavi,NA,-19.65,17.3333,56.91,31,0,4.88,clear sky
533,Ambon,ID,-3.6954,128.1814,76.23,16,40,4.61,scattered clouds
534,Anju,KP,39.6178,125.6647,69.71,94,100,3.0,overcast clouds
535,Pedernales,DO,18.0384,-71.744,86.58,61,79,2.33,broken clouds
536,Yankton,US,42.8711,-97.3973,95.11,22,0,17.27,clear sky
537,Quatre Cocos,MU,-20.2078,57.7625,70.09,68,28,24.45,light rain
538,Kahului,US,20.8947,-156.47,80.62,65,40,20.71,scattered clouds
539,Odweyne,SO,9.4092,45.064,74.91,47,81,20.56,broken clouds
540,Takhli,TH,15.2634,100.3438,81.75,83,100,3.47,light rain
541,Nurota,UZ,40.5614,65.6886,84.42,22,0,19.51,clear sky
542,El Cobre,CU,20.0489,-75.9469,87.24,70,40,11.5,scattered clouds
543,Houma,US,29.5958,-90.7195,95.0,69,61,7.0,broken clouds
544,Sao Joao Da Barra,BR,-21.6403,-41.0511,77.09,82,66,13.53,broken clouds
545,Alexandria,EG,31.2156,29.9553,78.71,77,0,10.29,clear sky
546,Papara,BR,-3.9839,-38.7273,84.6,67,80,4.59,broken clouds
547,Trincomalee,LK,8.5711,81.2335,79.02,83,86,5.37,overcast clouds
548,Baykit,RU,61.67,96.37,52.52,95,37,2.17,scattered clouds
549,Druzhba,UA,52.0428,33.9453,55.94,95,10,6.89,clear sky
550,Alyangula,AU,-13.8483,136.4192,55.27,100,100,0.0,overcast clouds
551,Portland,US,45.5234,-122.6762,85.55,51,20,8.05,few clouds
552,Vuktyl,RU,63.8567,57.3094,69.21,53,50,11.07,scattered clouds
553,Udachnyy,RU,66.4167,112.4,47.73,80,100,13.33,overcast clouds
554,Buraydah,SA,26.326,43.975,93.27,11,2,10.31,clear sky
555,Honiara,SB,-9.4333,159.95,74.08,81,6,5.14,clear sky
556,Altay,CN,47.8667,88.1167,55.02,52,63,3.85,broken clouds
557,Honningsvag,NO,70.9821,25.9704,53.35,87,100,3.44,overcast clouds
558,Punta Cardon,VE,11.6581,-70.215,83.07,69,0,31.03,clear sky
559,Molina De Segura,ES,38.0546,-1.2076,84.7,53,1,5.99,clear sky
560,Asau,RO,46.4333,26.4,70.72,52,98,3.04,overcast clouds
561,Eureka,US,40.8021,-124.1637,88.66,68,53,1.99,broken clouds
562,Kinsale,IE,51.7075,-8.5306,60.24,72,75,20.71,broken clouds
563,Kokopo,PG,-4.352,152.2633,75.79,80,100,3.85,overcast clouds
564,Westport,US,41.1415,-73.3579,93.99,51,0,11.5,clear sky
565,Lafayette,US,30.2335,-92.0668,95.02,62,20,11.5,few clouds
566,Northam,GB,51.0333,-4.2167,71.38,86,2,15.68,clear sky
567,Tomatlan,MX,19.9333,-105.25,92.59,50,100,7.67,overcast clouds
568,Charleston,US,32.7766,-79.9309,83.07,91,75,11.5,heavy intensity rain
569,Omsukchan,RU,62.5333,155.8,57.47,96,100,7.76,light rain
570,Beidao,CN,34.5686,105.8933,59.72,90,0,2.17,clear sky
571,Puerto Baquerizo Moreno,EC,-0.9,-89.6,72.59,83,40,16.11,scattered clouds
572,Taltal,CL,-25.4,-70.4833,64.67,61,25,6.17,scattered clouds
573,Strezhevoy,RU,60.7333,77.5889,53.38,90,5,6.58,clear sky
574,Elliot,ZA,-31.3333,27.85,47.32,51,6,6.8,clear sky
575,Itau De Minas,BR,-20.7394,-46.7522,79.7,30,55,4.72,broken clouds
576,Dali,CN,25.7,100.1833,64.26,97,100,3.74,overcast clouds
577,Chicama,PE,-7.8447,-79.1469,59.54,59,29,9.86,scattered clouds
578,Buritis,BR,-15.6178,-46.4233,82.31,20,76,7.11,broken clouds
579,Morondava,MG,-20.2833,44.2833,72.66,52,0,12.5,clear sky
580,La Rioja,ES,42.25,-2.5,73.18,53,3,1.92,clear sky
581,Ambovombe,MG,-25.1667,46.0833,63.48,74,0,6.98,clear sky
582,Durazno,UY,-33.4131,-56.5006,54.95,76,0,7.18,clear sky
583,Pasni,PK,25.2631,63.471,83.73,89,60,8.77,light rain
584,Lasa,IT,46.6166,10.7002,69.78,89,25,2.66,scattered clouds
585,Pulsano,IT,40.3821,17.3564,83.82,41,0,1.99,clear sky
586,Xining,CN,36.6167,101.7667,47.64,82,1,3.27,clear sky
587,Hille,DE,52.3333,8.75,87.85,39,7,7.23,clear sky
588,Osa,RU,57.2829,55.4567,60.12,92,0,10.13,clear sky
589,Jalu,LY,29.0331,21.5482,85.01,25,4,17.54,clear sky
590,Ban Dung,TH,17.699,103.2596,79.11,99,100,4.7,overcast clouds
591,Bereda,ES,43.2686,-7.5406,68.41,79,17,4.99,few clouds
592,Bagdarin,RU,54.4333,113.6,56.57,91,85,2.17,overcast clouds
593,Craig,US,40.5153,-107.5464,89.55,23,0,9.22,clear sky
594,Katangli,RU,51.7102,143.2326,51.44,97,100,9.37,overcast clouds
595,Zhaoqing,CN,23.0512,112.4597,85.82,93,89,1.81,overcast clouds
596,San Juan,AR,-31.5375,-68.5364,63.82,22,0,6.17,clear sky
597,Giyani,ZA,-23.3025,30.7187,65.34,70,18,2.17,few clouds
598,Ayan,RU,56.45,138.1667,56.53,98,100,11.68,light rain
599,Sovetskiy,RU,61.3614,63.5842,61.77,55,66,5.86,broken clouds
600,Iquitos,PE,-3.7481,-73.2472,86.04,70,75,5.75,broken clouds
601,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,79.27,91,81,2.08,broken clouds
602,Homer,US,59.6425,-151.5483,55.27,84,100,17.0,overcast clouds
603,Harwich,GB,51.9419,1.2844,85.17,59,32,4.0,scattered clouds
604,Koslan,RU,63.4564,48.8989,61.5,97,100,7.63,light rain
605,Nouadhibou,MR,20.931,-17.0347,67.48,95,25,16.75,scattered clouds
606,Concordia,AR,-31.393,-58.0209,62.78,59,0,9.22,clear sky
607,Talcahuano,CL,-36.7167,-73.1167,51.48,71,0,11.5,clear sky
608,Plettenberg Bay,ZA,-34.0527,23.3716,54.12,89,100,8.88,light rain
609,Popondetta,PG,-8.7537,148.2534,71.35,88,9,3.29,clear sky
610,Kupang,ID,-10.1667,123.5833,71.2,80,11,11.9,few clouds
611,Cabra,ES,37.4725,-4.4421,89.65,22,0,4.29,clear sky
612,Bay Roberts,CA,47.5999,-53.2648,69.66,92,100,4.0,overcast clouds
613,Emba,KZ,48.8264,58.1442,80.85,31,22,14.74,few clouds
614,Adiake,CI,5.2863,-3.304,73.99,74,76,7.0,broken clouds
615,Forssa,FI,60.8146,23.6215,59.41,73,6,7.99,clear sky
616,Laredo,US,27.5064,-99.5075,104.29,29,0,11.5,clear sky
617,Ekhabi,RU,53.5102,142.9671,52.7,97,100,11.95,overcast clouds
618,Ingham,US,42.6,-84.3833,90.91,58,40,5.75,scattered clouds
619,Tucumcari,US,35.1717,-103.725,106.95,13,0,6.91,clear sky
620,El Seibo,DO,18.7641,-69.0375,90.93,51,7,13.15,clear sky
621,Atoyac,MX,20.0167,-103.5333,84.45,45,90,3.67,overcast clouds
622,Conceicao Do Mato Dentro,BR,-19.0372,-43.425,74.7,43,0,8.41,clear sky
623,Tailai,CN,46.3833,123.4,68.65,85,53,3.33,broken clouds
624,Yayva,RU,59.3303,57.2641,66.18,98,6,5.55,clear sky
625,Upata,VE,8.0086,-62.3989,76.19,88,81,3.6,broken clouds
626,Lingao,CN,19.9103,109.6859,81.07,87,98,14.14,overcast clouds
627,Mato Verde,BR,-15.3972,-42.8664,80.06,39,68,11.1,broken clouds
628,Malanje,AO,-9.5402,16.341,72.37,32,25,4.45,scattered clouds
629,Lusambo,CD,-4.9667,23.45,72.48,66,17,1.1,few clouds
630,Rudnaya Pristan,RU,44.3614,135.8116,64.26,96,100,5.66,overcast clouds
631,Hobyo,SO,5.3505,48.5268,75.85,77,59,29.04,broken clouds
632,Tual,ID,-5.6667,132.75,79.41,82,96,16.13,overcast clouds
633,Betioky,MG,-23.7167,44.3833,66.11,55,0,13.31,clear sky
634,Nizhniy Tsasuchey,RU,50.5167,115.1333,63.39,58,38,5.41,scattered clouds
635,Itanagar,IN,27.1,93.6167,74.68,97,100,1.72,overcast clouds
636,Ankazobe,MG,-18.3167,47.1167,54.03,81,82,15.97,broken clouds
637,Grande Prairie,CA,55.1667,-118.8027,69.98,37,75,24.16,broken clouds
638,Dukat,RU,62.55,155.55,58.23,95,100,6.02,light rain
639,Boda,CF,4.3189,17.4695,68.05,99,100,2.15,overcast clouds
640,Muravlenko,RU,63.7898,74.523,62.65,52,100,8.55,overcast clouds
641,Coos Bay,US,43.3665,-124.2179,79.32,91,100,18.41,overcast clouds
642,Rio Claro,BR,-22.4114,-47.5614,80.17,38,0,1.52,clear sky
643,Rundu,NA,-17.9333,19.7667,55.0,39,0,4.45,clear sky
644,Elat,IL,29.5581,34.9482,98.44,28,0,6.91,clear sky
645,Suntar,RU,62.1444,117.6319,56.52,96,100,4.72,overcast clouds
646,Sahuaripa,MX,29.05,-109.2333,89.87,57,22,2.62,few clouds
647,Kuryk,KZ,43.2,51.65,90.09,37,3,11.95,clear sky
648,Caraquet,CA,47.7941,-64.9386,64.38,94,100,11.1,overcast clouds
649,Clonakilty,IE,51.6231,-8.8706,60.1,72,28,20.29,scattered clouds
650,Sam Chuk,TH,14.7576,100.0899,79.47,81,100,5.32,overcast clouds
651,Kon Tum,VN,14.35,108.0,70.41,99,100,0.96,overcast clouds
652,Moche,PE,-8.1711,-79.0092,64.94,81,50,9.57,scattered clouds
653,Bara,NG,10.3744,10.7288,76.28,80,92,6.96,light rain
654,Tagusao,PH,9.1924,117.8141,77.97,83,41,4.38,scattered clouds
655,Thunder Bay,CA,48.4001,-89.3168,57.25,97,100,5.32,overcast clouds
656,College,US,64.8569,-147.8028,54.59,88,100,4.21,overcast clouds
657,Muzhi,RU,65.3667,64.6667,56.97,69,1,6.93,clear sky
658,Straumen,NO,63.8709,11.2999,60.8,76,100,2.01,light rain
659,Ust-Kulom,RU,61.6864,53.6902,62.65,99,100,7.27,moderate rain
660,Buenos Aires,AR,-34.6132,-58.3772,60.98,57,2,6.91,clear sky
661,Escanaba,US,45.7453,-87.0646,85.51,74,0,12.66,clear sky
662,Sumbe,AO,-11.2061,13.8437,69.21,86,1,6.35,clear sky
663,Peterhead,GB,57.5058,-1.7981,64.8,94,100,22.91,overcast clouds
664,Kristiinankaupunki,FI,62.2743,21.376,57.58,76,9,7.25,clear sky
665,Kutum,SD,14.2,24.6667,81.52,45,20,14.12,few clouds
666,Cravo Norte,CO,6.3017,-70.2041,72.01,95,100,4.16,overcast clouds
667,Kenai,US,60.5544,-151.2583,52.14,92,75,21.85,light rain
668,Ucluelet,CA,48.9329,-125.5528,62.1,86,12,5.01,few clouds
669,Jinchang,CN,38.4953,102.1739,70.36,33,36,7.45,scattered clouds
670,Fairbanks,US,64.8378,-147.7164,55.4,81,75,6.91,broken clouds
671,Yacuiba,BO,-22.038,-63.6797,65.17,59,100,0.0,overcast clouds
672,Mehamn,NO,71.0357,27.8492,53.55,94,75,6.91,broken clouds
673,Ponezhukay,RU,44.8876,39.3855,68.85,78,43,5.7,scattered clouds
674,Tommot,RU,58.9564,126.2925,60.53,96,100,2.93,light rain
675,Yarim,YE,14.298,44.3779,59.65,62,100,3.71,overcast clouds
676,Negombo,LK,7.2083,79.8358,80.65,83,40,3.44,light rain
677,Dulovo,BG,43.8167,27.15,62.55,62,0,9.73,clear sky
678,Balikpapan,ID,-1.2675,116.8289,77.99,94,40,1.14,scattered clouds
679,Hambantota,LK,6.1241,81.1185,78.26,86,80,12.41,moderate rain
680,Gannan,CN,47.9147,123.5031,66.49,93,97,3.51,overcast clouds
681,Kuala Terengganu,MY,5.3302,103.1408,79.52,81,100,1.14,overcast clouds
682,Lipari,IT,38.4674,14.954,83.32,76,0,1.72,clear sky
683,Athens,GR,37.9795,23.7162,79.25,44,0,7.0,clear sky
684,Lathi,IN,21.7167,71.3833,77.85,91,100,10.16,overcast clouds
685,New Albany,US,38.2856,-85.8241,92.1,52,1,5.01,clear sky
686,Niagara Falls,CA,43.1001,-79.0663,86.88,67,0,14.97,clear sky
687,Pucallpa,PE,-8.3791,-74.5539,87.84,58,40,5.75,scattered clouds
688,Banda Aceh,ID,5.5577,95.3222,79.59,79,100,13.2,overcast clouds
689,Vanimo,PG,-2.6741,141.3028,75.88,90,85,4.81,light rain
690,Araouane,ML,18.9048,-3.5265,92.48,35,100,5.79,light rain
691,Ribeira Brava,PT,32.65,-17.0667,73.71,87,4,6.8,clear sky
692,Jablah,SY,35.3614,35.9256,79.63,82,0,6.51,clear sky
693,Camalu,MX,30.85,-116.0667,77.5,60,91,9.17,overcast clouds
694,Camp Verde,US,34.5636,-111.8543,106.23,20,66,4.25,broken clouds
695,Lalawigan,PH,11.5892,125.4697,81.23,83,16,5.79,few clouds
696,Gat,IL,31.61,34.7642,83.39,100,0,5.95,clear sky
697,Acarau,BR,-2.8856,-40.12,82.58,72,62,17.07,broken clouds
698,Uvalde,US,29.3669,-99.767,102.13,30,0,0.0,clear sky
699,Salalah,OM,17.0151,54.0924,77.09,100,100,6.91,drizzle rain
700,Morristown,US,36.214,-83.2949,86.72,61,20,8.05,few clouds
